url;brand;category;price;size;delivery time;now
https://www.zalando.nl/defacto-trainingsbroek-anthracite-dez22e0d7-q12.html;DeFacto;SLIM FIT  - Trainingsbroek;24,90;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/matinique-shorts-rich-beige-m6022f027-b11.html;Matinique;Trainingsbroek;69,95;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/jack-and-jones-shorts-faded-denim-ja222f0uz-k11.html;Jack & Jones;FURY AKM - Shorts;49,99;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/jack-and-jones-shorts-drizzle-ja222f0uz-c11.html;Jack & Jones;FURY AKM - Shorts;49,99;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/napapijri-morgex-fleece-trui-violet-chinese-na622s075-i11.html;Napapijri;MORGEX - Fleece trui;89,95;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/fetish-design-overhemd-schwarz-fev22d000-q11.html;Fetish-Design;Overhemd;164,99;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/forsberg-shorts-schwarz-fou22f003-q11.html;FORSBERG;Shorts;34,95;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/jack-and-jones-vest-maritime-blue-ja222q16a-k11.html;Jack & Jones;Vest;39,99;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/napapijri-morgex-hoodie-sand-prairie-na622s076-b11.html;Napapijri;MORGEX - Sweater;99,95;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/weekday-ted-sweater-khaki-web22s04q-n11.html;Weekday;TED - Sweater;35,00;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/ellesse-tinctoria-oh-hoody-hoodie-black-el922s07g-q11.html;Ellesse;TINCTORIA OH HOODY - Sweater;59,95;;1-2;2022-03-17 17:06:48.298391
https://www.zalando.nl/state-of-art-poloshirt-grey-blue-navy-oa422p047-k11.html;State of Art;Poloshirt;79,95;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/state-of-art-poloshirt-jade-lightgrey-oa422p047-m11.html;State of Art;Poloshirt;79,95;;3-6;2022-03-17 17:06:48.298391
https://www.zalando.nl/forsberg-cargobroek-navy-fou22e005-k11.html;FORSBERG;BRAXA - Cargobroek;79,95;;3-6;2022-03-17 17:06:48.298391
